headword,ecdict_phonetic,ecdict_pos_raw,ecdict_primary_pos,ecdict_definition_en,ecdict_translation_zh,ecdict_collins,ecdict_oxford,ecdict_tags,ecdict_bnc_rank,ecdict_frq_rank,ecdict_exchange,oxford_cefr_levels,oxford_pos_values,oxford_entry_count,webster_fallback_available,source_coverage,human_review,review_reason
legendary,'ledʒәndәri,,,s. so celebrated as to having taken on the nature of a legend,"a. 传说的, 传奇中说的, 传奇般的, 传说中的, 著名的",2,F,toefl,7101,4997,,C1,adj.,1,T,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
legion,'li:dʒәn,,,n. association of ex-servicemen,"n. 军团, 军队, 众多的人",1,F,toefl gre,6926,10204,s:legions,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
legislation,.ledʒis'leiʃәn,,,n. law enacted by a legislative body,"n. 立法, 法律",3,F,cet4 cet6 ky toefl ielts gre,1365,2017,s:legislations,C1,n.,1,T,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
legislative,'ledʒislәtiv,,,a. relating to a legislature or composed of members of a legislature,n. 立法机构,2,F,,3765,3542,,C1,adj.,1,T,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
legislator,'ledʒisleitә,,,n. someone who makes or enacts laws,"n. 立法者, 立法官, 立法委员",1,F,,12369,4620,s:legislators,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
legislature,'ledʒisleitʃә,,,n. persons who make or amend or repeal laws,"n. 立法机关, 议会, 立法院",2,F,toefl gre,6289,4361,s:legislatures,C1,n.,1,T,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
legitimacy,li'dʒitimәsi,,,n. lawfulness by virtue of being authorized or in accordance with law,"n. 合法, 正统, 正当",,F,,7362,5759,,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
legitimate,li'dʒitimәt,,,v. show or affirm to be just and legitimate,"a. 合法的, 正当的, 婚生的",2,F,cet6 ky ielts gre,4329,3195,i:legitimating/p:legitimated/3:legitimates/d:legitimated,C1,adj.,1,T,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
leicester,'lestә,,,n. an industrial city in Leicestershire in central England; built on the site of a Roman settlement,莱斯特(英国城市),,F,,3696,,,,,0,F,ECDICT,T,Missing Oxford cross-check or Chinese translation.
leicestershire,'lestәʃә(r),,,n. a largely agricultural county in central England,n. 英国爱尔兰东部的郡,,F,,8128,,,,,0,F,ECDICT,T,Missing Oxford cross-check or Chinese translation.
leigh,l i:,,,n. English film actress (1913-1967),"n. 利（男子名, 等于Lee）",,F,,8170,,s:leighs,,,0,F,ECDICT,T,Missing Oxford cross-check or Chinese translation.
leisure,'li:ʒә,,,n. time available for ease and relaxation,"n. 空闲, 闲暇, 悠闲",2,F,cet4 cet6 ky toefl ielts,2752,6269,p:leisured,B1,n.,1,T,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
leith,l i:θ,,,,利思(姓氏),,F,,6309,,,,,0,F,ECDICT,T,Missing Oxford cross-check or Chinese translation.
lemon,'lemәn,,,n. yellow oval fruit with juicy acidic flesh,"n. 柠檬, 柠檬树, 柠檬色",2,T,gk cet4 ky ielts,4583,3179,s:lemons,A2,n.,1,T,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
len,,,,,n. 伦恩（男子名）,,F,,9131,,i:lening,,,0,F,ECDICT,T,Missing Oxford cross-check or Chinese translation.
lend,lend,,,v. bestow a quality on,"vt. 借, 贷款给, 增添, 提供, 出租",3,T,zk gk,2740,3548,p:lent/3:lends/d:lent/i:lending,A2,v.,1,T,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
lender,'lendә,,,n. someone who lends money or gives credit in business matters,"n. 出借人, 贷方",,F,ielts,5899,6278,s:lenders,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
lending,'lendiŋ,,,n. disposing of money or property with the expectation that the same thing (or an equivalent) will be returned,"n. 出借, 出借物",,F,,6735,8648,0:lend/1:i/i:lending/s:lendings,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
length,leŋθ,,,n. the linear extent in space from one end to the other; the longest dimension of something that is fixed in place,"n. 长度, 长, 期间, 一段",4,T,gk cet4 cet6 ky ielts,1174,1855,s:lengths,B1,n.,1,T,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
lengthen,'leŋθәn,,,v. make longer,"vt. 加长, 使延长",1,F,cet6 toefl,9590,11453,i:lengthening/p:lengthened/d:lengthened/3:lengthens,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
lengthy,'leŋθi,,,s relatively long in duration; tediously protracted,"a. 冗长的, 漫长的",2,F,toefl,4985,6031,r:lengthier/t:lengthiest,C1,adj.,1,T,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
lenin,'lenin,,,n. Russian founder of the Bolsheviks and leader of the Russian Revolution and first head of the USSR (1870-1924),n. 列宁（俄国无产阶级革命领袖）,,F,,8182,,,,,0,F,ECDICT,T,Missing Oxford cross-check or Chinese translation.
lens,lenz,,,n. a transparent optical device used to converge or diverge transmitted light and to form images,"n. 透镜, 镜头, 镜片, 晶状体",3,F,cet4 cet6 ky toefl ielts,7125,3544,,B2,n.,1,T,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
lense,,,,n a transparent optical device used to converge or diverge transmitted light and to form images,n. (Lense)人名；(德)伦泽,,F,,8753,,s:lenses/i:lensing/p:lensed,,,0,F,ECDICT,T,Missing Oxford cross-check or Chinese translation.
leo,'li:ou,,,n. (astrology) a person who is born while the sun is in Leo,"n. 狮子, 狮子座",,F,,6180,,s:leos,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
leon,'li(:)әn,,,n. a historical area and former kingdom in northwestern Spain,"n. 利昂（男子名, 等于Leo）",,F,,8953,,,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
leonard,'lenәd,,,n. United States writer of thrillers (born in 1925),n. 伦纳德（男子名）,,F,,5856,,,,,0,F,ECDICT,T,Missing Oxford cross-check or Chinese translation.
leonora,",li(:)ә'nɔ:rә",,,,n. 利奥诺拉(Eleanor的异体)(f.),,F,,8391,,,,,0,F,ECDICT,T,Missing Oxford cross-check or Chinese translation.
les,lei,,,n a chronic inflammatory collagen disease affecting connective tissue (skin or joints),abbr. 发射脱离系统（Launch Escape System）,,F,,4839,,,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
lesbian,'lezbiәn,,,n. a female homosexual,a. 女同性恋的,2,F,,7412,6338,s:lesbians,C1,adj.,1,T,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
lesion,'li:ʒәn,,,n. any localized abnormal structural change in a bodily part,"n. 损害, 身体上的伤害",1,F,gre,6820,8422,s:lesions/d:lesioned/i:lesioning/p:lesioned,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
leslie,"'lezli, 'lisli",,,,n. 莱斯利（男子名）,,F,,6179,,,,,0,F,ECDICT,T,Missing Oxford cross-check or Chinese translation.
less,les,,,a. (comparative of `little' usually used with mass nouns) a quantifier meaning not as great in amount or degree,"n. 较少, 较小",5,T,gk cet4 ky,379,477,,A2,adv.|det.|pron.,3,T,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
lessen,'lesn,,,"v decrease in size, extent, or range","vt. 减少, 缩小, 减轻",1,F,cet4 cet6,8420,7650,d:lessened/p:lessened/i:lessening/3:lessens,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
lesser,'lesә,,,a. of less size or importance,"a. 较少的, 较小的, 次要的",2,F,,3789,5127,,C1,adj.,1,T,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
lesson,'lesn,,,n. a unit of instruction,"n. 课, 课业, 教训",3,T,zk gk,1953,1325,s:lessons,A1,n.,1,T,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
lest,lest,,,s being ten more than forty,"conj. 以免, 唯恐, 免得",1,F,cet4 cet6 ky,9641,8827,,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
let,let,,,n. a serve that strikes the net before falling into the receiver's court; the ball must be served again,"vt. 让, 假设, 出租, 排放, 妨碍",5,T,zk gk ielts,320,159,i:letting/d:let/0:let/1:dp/p:let/3:lets,A1,v.,1,T,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
lethal,'li:θәl,,,s of an instrument of certain death,a. 致命的,2,F,toefl ielts gre,6941,6159,s:lethals,C1,adj.,1,T,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
letter,'letә,,,n. a written message addressed to a person or organization,"n. 信, 字母, 证书, 字面意义, 铅字, 学问, 出租人",5,T,zk gk ielts,454,628,s:letters/p:lettered/i:lettering/3:letters/d:lettered,A1,n.,1,T,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
lettuce,'letis,,,n. any of various plants of the genus Lactuca,"n. 莴苣, 生菜, 纸币",1,F,toefl,10348,6589,s:lettuces,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
leukaemia,lu:'ki:miә,,,n malignant neoplasm of blood-forming tissues; characterized by abnormal proliferation of leukocytes; one of the four major types of cancer,n. 白血病,1,F,,9097,45099,s:leukaemias,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
levee,'levi,,,n. a formal reception of visitors or guests (as at a royal court),"n. 早朝, 大堤",,F,gre,,9918,s:levees,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
level,'levl,,,n. height above ground,"n. 水平, 水准, 平地",5,T,zk gk cet4 cet6 ky ielts,241,338,s:levels/d:levelled/p:levelled/i:levelling/3:levels,A2|B1|B2,adj.|n.|v.,3,T,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
lever,'levә,,,n. a rigid bar pivoted about a fulcrum,"n. 杠杆, 似杠杆之工具",1,F,cet4 cet6 ky ielts gre,6923,7487,s:levers/p:levered/i:levering/d:levered/3:levers,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
leverage,'levәridʒ,,,n. the mechanical advantage gained by being in a position to use a lever,"n. 杠杆作用, 杠杆装置, 杠杆效率",2,F,cet4,14331,6493,i:leveraging/d:leveraged/s:leverages/p:leveraged/3:leverages,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
levy,'levi,,,n. a charge imposed and collected,"n. 税款, 所征的人数, 征收",2,F,ky toefl ielts gre,7232,13303,d:levied/s:levies/i:levying/p:levied/3:levies,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
lewis,'lu:is,,,n. United States rock star singer and pianist (born in 1935),n. 吊楔,,F,,2349,,,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
lexical,'leksikl,,,a. of or relating to words,"a. 字典的, 词汇的",,F,gre,5519,22234,,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
lexicon,'leksikәn,,,n a language user's knowledge of words,"n. 词汇, 词典, 辞典",,F,gre,8329,16005,s:lexicons,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
li,li:,,,n. Chinese distance measure; approximately 0.5 kilometers,[医] 锂(3号元素),,F,,6311,,,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
liability,laiә'biliti,,,n. the state of being legally obliged and responsible,"n. 责任, 债务, 倾向",2,F,cet6 ky ielts gre,1908,4121,s:liabilities,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
liable,'laiәbl,,,s. subject to legal action,"a. 有义务的, 应负责的, 有...倾向的",2,F,cet4 cet6 ky ielts,3300,8305,,C1,adj.,1,T,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
liaison,li:'eizɒn,,,n. a channel for communication between groups,n. 联络,1,F,toefl ielts gre,5309,8208,s:liaisons,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
liar,'laiә,,,n. a person who has lied or who lies repeatedly,n. 说谎者,1,F,cet4 cet6,8814,6677,s:liars,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
libel,'laibәl,,,n. a false and malicious publication printed for the purpose of defaming a living person,"n. 以文字损害名誉, 诽谤罪, 侮辱",2,F,toefl gre,6711,15335,d:libelled/s:libels/p:libelled/3:libels/i:libelling,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
liberal,'libәrәl,,,n. a person who favors a political philosophy of progress and reform and the protection of civil liberties,n. 自由主义者,4,F,cet4 cet6 ky toefl ielts,1737,1993,s:liberals,C1,adj.|n.,2,T,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
liberalism,'libәrәlizm,,,n. a political orientation that favors social progress by reform and by changing laws rather than by revolution,n. 自由主义,1,F,,9214,8161,,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
liberalization,.libәrәlai'zeiʃәn,,,n. the act of making less strict,"n. 自由主义化, 宽大",,F,,17637,8845,,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
liberate,'libәreit,,,v. grant freedom to,"vt. 解放, 释放, 使自由",3,F,gk cet4 cet6 ky toefl gre,8543,7492,d:liberated/p:liberated/3:liberates/i:liberating,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
liberation,.libә'reiʃәn,,,n. the act of liberating someone or something,"n. 释放, 解放",,F,gk cet4 cet6,3880,6230,,C1,n.,1,T,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
liberty,'libәli,,,n. freedom of choice,"n. 自由, 特权, 许可, 冒失",3,F,gk cet4 cet6 ky toefl gre,3629,3835,s:liberties,C1,n.,1,T,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
librarian,lai'brєәriәn,,,n. a professional person trained in library science and engaged in library services,"n. 图书馆员, 图书管理员",1,F,gk cet4 cet6 ky toefl,4647,7502,s:librarians,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
library,'laibrәri,,,n. a room where books are kept,"n. 图书馆, 藏书, 库",3,T,zk gk ielts,967,2129,s:libraries,A1,n.,1,T,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
libya,'libiә,,,n. a military dictatorship in northern Africa on the Mediterranean; consists almost entirely of desert; a major exporter of petroleum,n. 利比亚,,F,,7416,,,,,0,F,ECDICT,T,Missing Oxford cross-check or Chinese translation.
licence,'laisns,,,n excessive freedom; lack of due restraint,"n. 执照, 许可证, 特许",3,T,cet4 ielts,2055,29631,s:licences/d:licenced/i:licencing/p:licenced/3:licences,B2,n.,1,F,ECDICT|OXFORD_REPO,F,
license,'laisns,,,n. a legal document giving official permission to do something,"n. 执照, 许可证, 特许",2,T,zk gk cet4 cet6 ky gre,6660,2872,d:licensed/i:licensing/s:licenses/3:licenses/p:licensed,C1,v.,1,T,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
licensed,'laisnst,,,v authorize officially,a. 得到许可的,1,F,,7115,9144,0:license/1:dp/d:licensed/p:licensed,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
licensing,,,,v authorize officially,v. 许可；批准（license的ing形式）,,F,,5837,9643,0:license/1:i/i:licensing,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
lick,lik,,,n. touching with the tongue,"n. 舔, 少许, 打",1,F,cet4 cet6 ky ielts,6212,5936,p:licked/i:licking/3:licks/d:licked/s:licks,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
lid,lid,,,"n. a movable top or cover (hinged or separate) for closing the opening at the top of a box, chest, jar, pan, etc.","n. 盖子, 限制, 眼睑",2,T,gk cet4 cet6 ky,4537,4658,s:lids/p:lidded,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
lie,lai,,,n. a statement that deviates from or perverts the truth,"n. 谎言, 假象, 位置",3,T,zk gk,483,751,p:lay/i:lying/3:lies/s:lies/d:lain,A1|B1,n.|v.,3,T,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
lieutenant,lef'tenәnt,,,n. a commissioned military officer,"n. 中尉, 助理人员, 副官",2,F,cet4 cet6,5667,6051,s:lieutenants,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
life,laif,,,n. a characteristic state or mode of living,"n. 生活, 生命, 人生, 世事, 生物, 寿命, 一生, 生命力, 灵魂, 无期徒刑",5,T,zk gk,128,114,s:lives,A1,n.,1,T,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
lifeboat,'laifbәjt,,,n. a strong sea boat designed to rescue people from a sinking ship,n. 救生艇,1,F,,8321,15782,s:lifeboats,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
lifelong,'laiflɒŋ,,,s. continuing through life,"a. 终身的, 毕生的",1,F,,9865,5720,,C1,adj.,1,T,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
lifespan,'laifspæn,,,n the period during which something is functional (as between birth and death),n. 预期生命期限；寿命；预期使用期限,,F,,2369,15281,s:lifespans,,,0,F,ECDICT,T,Missing Oxford cross-check or Chinese translation.
lifestyle,'laifstail,,,n a manner of living that reflects the person's values and attitudes,n. 生活方式,2,F,ielts,4507,3093,s:lifestyles,A2,n.,1,F,ECDICT|OXFORD_REPO,F,
lifetime,'laiftaim,,,n the period during which something is functional (as between birth and death),"n. 一生, 终生",2,F,gk cet4 cet6 ky,3623,2767,s:lifetimes,B2,n.,1,T,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
lift,lift,,,n. the act of giving temporary assistance,"n. 举起, 帮助, 昂扬, 电梯",4,T,zk gk cet4 ky toefl ielts,1345,1343,p:lifted/d:lifted/i:lifting/s:lifts/3:lifts,A2,n.|v.,2,T,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
lifting,'liftiŋ,,,v raise from a lower to a higher position,[化] 吊装; 提升,,F,,8877,9098,0:lift/1:i/i:lifting/s:liftings,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
light,lait,,,n. (physics) electromagnetic radiation that can produce a visual sensation,"n. 光, 光亮, 灯, 日光, 发光体, 光源, 杰出人物, 火花, 眼光",3,T,zk gk ielts,529,464,s:lights/p:lit/d:lit/r:lighter/i:lighting/t:lightest/3:lights,A1|A2,adj.|n.|v.,3,T,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
lighten,'laitn,,,v. make more cheerful,"vt. 照亮, 点亮, 减轻, 使轻松, 闪出",1,F,cet4 cet6,11353,8581,d:lightened/i:lightening/p:lightened/3:lightens,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
lighter,'laitә,,,n. a device for lighting or igniting fuel or charges or fires,"n. 点火者, 点灯工人, 打火机, 驳船",1,F,cet6,9751,8206,0:light/1:r/s:lighters,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
lighthouse,'laithaus,,,n a tower with a light that gives warning of shoals to passing ships,n. 灯塔,,F,toefl,9988,12513,s:lighthouses,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
lighting,'laitiŋ,,,n. apparatus for supplying artificial light effects for the stage or a film,"n. 照明, 照明设备, 舞台灯光",2,F,,3921,4855,0:light/1:i/i:lighting,B2,n.,1,T,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
lightly,'laitli,,,r. without good reason,"adv. 轻轻地, 少许, 不费力地",,T,cet4 cet6,3528,3396,,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
lightning,'laitniŋ,,,n. abrupt electric discharge from cloud to cloud or from cloud to earth accompanied by the emission of light,n. 闪电,2,F,gk cet4 cet6 ky,6393,4562,s:lightnings,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
lightweight,'laitweit,,,n. a professional boxer who weighs between 131 and 135 pounds,"n. 不到平均重量的人/物, 轻量级, 无足轻重的人, 性格不够强的人",2,F,,8908,8396,s:lightweights,,,0,F,ECDICT,T,Missing Oxford cross-check or Chinese translation.
like,laik,,,n. a similar kind,"a. 相似的, 同样的",5,T,zk gk,88,74,p:liked/3:likes/d:liked/s:likes/i:liking,A1|B1,n.|prep.|v.,3,T,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
likelihood,'laiklihud,,,n. the probability of a specified outcome,"n. 可能, 可能性",2,F,cet4 cet6 ky ielts,4994,4596,s:likelihoods,C1,n.,1,T,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
likely,'laikli,,,a. has a good chance of being the case or of coming about,"a. 有可能的, 合适的, 前途有望的",5,T,gk cet4 cet6 ky,422,624,t:likeliest,A2,adj.,1,T,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
liken,'laikәn,,,"v consider or describe as similar, equal, or analogous","vt. 比喻, 比拟",1,F,gre,11367,9141,d:likened/p:likened/3:likens/i:likening,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
likewise,'laikwaiz,,,r in like or similar manner,"adv. 同样地, 也",2,F,cet4 cet6 ky toefl ielts,5011,4530,,B2,adv.,1,T,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
lili,,,,,n. 莉莉（女子名）,,F,,9432,,s:lili/0:lili/1:s,,,0,F,ECDICT,T,Missing Oxford cross-check or Chinese translation.
lily,'lili,,,n. any liliaceous plant of the genus Lilium having showy pendulous flowers,"n. 百合, 百合花",1,F,cet6,4658,7313,s:lilies,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
limb,lim,,,n. one of the jointed appendages of an animal used for locomotion or grasping: arm; leg; wing; flipper,"n. 四肢, 枝干, 翼, 边缘",2,F,cet4 cet6 ky toefl ielts gre,3978,3643,s:limbs/p:limbed,C1,n.,1,T,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
lime,laim,,,n. any of various related trees bearing limes,"n. 石灰, 粘鸟胶, 酸橙",2,F,cet4 cet6,7712,5429,s:limes/i:liming/d:limed/p:limed/3:limes,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
